task,fraction,seed,n,subset_seed,lora_loss,unilora_loss,gap,lora_path,unilora_path
qnli,0.5,3,52371,12345,0.16522071053606202,0.15584295415673513,0.00937775637932689,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p0.5/lora_r4/seed_3/lora_qnli_roberta-large_lr0.0005_seed3_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p0.5/unilora_td23040/seed_3/unilora_qnli_roberta-large_lr0.0005_seed3_p0.5.json
qnli,0.5,4,52371,12345,0.1653173033295101,0.1600288794163549,0.005288423913155205,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p0.5/lora_r4/seed_4/lora_qnli_roberta-large_lr0.0005_seed4_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p0.5/unilora_td23040/seed_4/unilora_qnli_roberta-large_lr0.0005_seed4_p0.5.json
qnli,1.0,0,104743,12345,0.15511357389956887,0.14762451602636198,0.007489057873206889,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/lora_r4/seed_0/lora_qnli_roberta-large_lr0.0005_seed0.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/unilora_td23040/seed_0/unilora_qnli_roberta-large_lr0.0005_seed0.json
qnli,1.0,1,104743,12345,0.1528485974089967,0.14325577644250023,0.009592820966496468,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/lora_r4/seed_1/lora_qnli_roberta-large_lr0.0005_seed1.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/unilora_td23040/seed_1/unilora_qnli_roberta-large_lr0.0005_seed1.json
qnli,1.0,2,104743,12345,0.16512920860506114,0.1485873102292157,0.016541898375845437,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/lora_r4/seed_2/lora_qnli_roberta-large_lr0.0005_seed2.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/unilora_td23040/seed_2/unilora_qnli_roberta-large_lr0.0005_seed2.json
qnli,1.0,3,104743,12345,0.1696129034529304,0.15321565915051608,0.01639724430241432,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/lora_r4/seed_3/lora_qnli_roberta-large_lr0.0005_seed3.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/unilora_td23040/seed_3/unilora_qnli_roberta-large_lr0.0005_seed3.json
qnli,1.0,4,104743,12345,0.15700373510497878,0.14468248138389392,0.012321253721084863,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/lora_r4/seed_4/lora_qnli_roberta-large_lr0.0005_seed4.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/qnli/p1/unilora_td23040/seed_4/unilora_qnli_roberta-large_lr0.0005_seed4.json
cola,0.25,0,2137,12345,0.5525460739930471,0.4586316794157028,0.0939143945773443,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/lora_r4_lr4e-4/seed_0/lora_cola_roberta-large_lr0.005_seed0_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/unilora_td23040/seed_0/unilora_cola_roberta-large_lr0.005_seed0_p0.25.json
cola,0.25,1,2137,12345,0.4537774351510135,0.4334967095743526,0.020280725576660885,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/lora_r4_lr4e-4/seed_1/lora_cola_roberta-large_lr0.005_seed1_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/unilora_td23040/seed_1/unilora_cola_roberta-large_lr0.005_seed1_p0.25.json
cola,0.25,2,2137,12345,0.48010736026547174,0.5783249880328323,-0.09821762776736054,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/lora_r4_lr4e-4/seed_2/lora_cola_roberta-large_lr0.005_seed2_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/unilora_td23040/seed_2/unilora_cola_roberta-large_lr0.005_seed2_p0.25.json
cola,0.25,3,2137,12345,0.4269048052303719,0.41042847750764905,0.01647632772272284,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/lora_r4_lr4e-4/seed_3/lora_cola_roberta-large_lr0.005_seed3_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/unilora_td23040/seed_3/unilora_cola_roberta-large_lr0.005_seed3_p0.25.json
cola,0.25,4,2137,12345,0.5717994753610004,0.42344833865310205,0.14835113670789835,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/lora_r4_lr4e-4/seed_4/lora_cola_roberta-large_lr0.005_seed4_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.25/unilora_td23040/seed_4/unilora_cola_roberta-large_lr0.005_seed4_p0.25.json
cola,0.5,0,4275,12345,0.4354037455085552,0.3789976252750917,0.05640612023346353,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/lora_r4_lr4e-4/seed_0/lora_cola_roberta-large_lr0.005_seed0_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/unilora_td23040/seed_0/unilora_cola_roberta-large_lr0.005_seed0_p0.5.json
cola,0.5,1,4275,12345,0.586394801735878,0.4041395638928269,0.1822552378430511,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/lora_r4_lr4e-4/seed_1/lora_cola_roberta-large_lr0.005_seed1_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/unilora_td23040/seed_1/unilora_cola_roberta-large_lr0.005_seed1_p0.5.json
cola,0.5,2,4275,12345,0.4532580973975586,0.40616113218394195,0.04709696521361667,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/lora_r4_lr4e-4/seed_2/lora_cola_roberta-large_lr0.005_seed2_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/unilora_td23040/seed_2/unilora_cola_roberta-large_lr0.005_seed2_p0.5.json
cola,0.5,3,4275,12345,0.42949681796810846,0.39185310809901264,0.03764370986909582,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/lora_r4_lr4e-4/seed_3/lora_cola_roberta-large_lr0.005_seed3_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/unilora_td23040/seed_3/unilora_cola_roberta-large_lr0.005_seed3_p0.5.json
cola,0.5,4,4275,12345,0.4232925081794912,0.41207473657347937,0.01121777160601184,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/lora_r4_lr4e-4/seed_4/lora_cola_roberta-large_lr0.005_seed4_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p0.5/unilora_td23040/seed_4/unilora_cola_roberta-large_lr0.005_seed4_p0.5.json
cola,1.0,0,8551,12345,0.36164726678169135,0.35647795304204477,0.005169313739646575,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/lora_r4_lr4e-4/seed_0/lora_cola_roberta-large_lr0.005_seed0.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/unilora_td23040/seed_0/unilora_cola_roberta-large_lr0.005_seed0.json
cola,1.0,1,8551,12345,0.36975930721470807,0.34846428555972647,0.021295021654981594,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/lora_r4_lr4e-4/seed_1/lora_cola_roberta-large_lr0.005_seed1.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/unilora_td23040/seed_1/unilora_cola_roberta-large_lr0.005_seed1.json
cola,1.0,2,8551,12345,0.37422451557535114,0.35940953456994257,0.014814981005408567,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/lora_r4_lr4e-4/seed_2/lora_cola_roberta-large_lr0.005_seed2.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/unilora_td23040/seed_2/unilora_cola_roberta-large_lr0.005_seed2.json
cola,1.0,3,8551,12345,0.4059751157959302,0.3410498909652233,0.0649252248307069,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/lora_r4_lr4e-4/seed_3/lora_cola_roberta-large_lr0.005_seed3.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/unilora_td23040/seed_3/unilora_cola_roberta-large_lr0.005_seed3.json
cola,1.0,4,8551,12345,0.35910024493932724,0.353333752263676,0.005766492675651214,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/lora_r4_lr4e-4/seed_4/lora_cola_roberta-large_lr0.005_seed4.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/cola/p1/unilora_td23040/seed_4/unilora_cola_roberta-large_lr0.005_seed4.json
mrpc,0.25,0,917,12345,0.401196342248183,0.5151165242378528,-0.1139201819896698,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/lora_r4/seed_0/lora_mrpc_roberta-large_lr0.0002_seed0_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/unilora_td23040/seed_0/unilora_mrpc_roberta-large_lr0.0002_seed0_p0.25.json
mrpc,0.25,1,917,12345,0.4690263099395312,0.3941627878409166,0.07486352209861463,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/lora_r4/seed_1/lora_mrpc_roberta-large_lr0.0002_seed1_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/unilora_td23040/seed_1/unilora_mrpc_roberta-large_lr0.0002_seed1_p0.25.json
mrpc,0.25,2,917,12345,0.44514745703110326,0.44549108010071975,-0.00034362306961649436,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/lora_r4/seed_2/lora_mrpc_roberta-large_lr0.0002_seed2_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/unilora_td23040/seed_2/unilora_mrpc_roberta-large_lr0.0002_seed2_p0.25.json
mrpc,0.25,3,917,12345,0.4823093998890657,0.3682974393551166,0.11401196053394907,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/lora_r4/seed_3/lora_mrpc_roberta-large_lr0.0002_seed3_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/unilora_td23040/seed_3/unilora_mrpc_roberta-large_lr0.0002_seed3_p0.25.json
mrpc,0.25,4,917,12345,0.37554549941649806,0.4518359624422513,-0.07629046302575326,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/lora_r4/seed_4/lora_mrpc_roberta-large_lr0.0002_seed4_p0.25.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.25/unilora_td23040/seed_4/unilora_mrpc_roberta-large_lr0.0002_seed4_p0.25.json
mrpc,0.5,0,1834,12345,0.3247595584163299,0.33591059767282927,-0.011151039256499351,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/lora_r4/seed_0/lora_mrpc_roberta-large_lr0.0002_seed0_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/unilora_td23040/seed_0/unilora_mrpc_roberta-large_lr0.0002_seed0_p0.5.json
mrpc,0.5,1,1834,12345,0.32605761060347926,0.31185558209052455,0.014202028512954712,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/lora_r4/seed_1/lora_mrpc_roberta-large_lr0.0002_seed1_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/unilora_td23040/seed_1/unilora_mrpc_roberta-large_lr0.0002_seed1_p0.5.json
mrpc,0.5,2,1834,12345,0.30260069095171416,0.32495958644610184,-0.022358895494387687,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/lora_r4/seed_2/lora_mrpc_roberta-large_lr0.0002_seed2_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/unilora_td23040/seed_2/unilora_mrpc_roberta-large_lr0.0002_seed2_p0.5.json
mrpc,0.5,3,1834,12345,0.3430111832343615,0.3387365283874365,0.004274654846925019,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/lora_r4/seed_3/lora_mrpc_roberta-large_lr0.0002_seed3_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/unilora_td23040/seed_3/unilora_mrpc_roberta-large_lr0.0002_seed3_p0.5.json
mrpc,0.5,4,1834,12345,0.3200345039367676,0.30041642716297734,0.01961807677379024,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/lora_r4/seed_4/lora_mrpc_roberta-large_lr0.0002_seed4_p0.5.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p0.5/unilora_td23040/seed_4/unilora_mrpc_roberta-large_lr0.0002_seed4_p0.5.json
mrpc,1.0,0,3668,12345,0.2758233535748262,0.26514407992362976,0.01067927365119642,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/lora_r4/seed_0/lora_mrpc_roberta-large_lr0.0002_seed0.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/unilora_td23040/seed_0/unilora_mrpc_roberta-large_lr0.0002_seed0.json
mrpc,1.0,1,3668,12345,0.26595360384537625,0.2543859670941646,0.01156763675121164,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/lora_r4/seed_1/lora_mrpc_roberta-large_lr0.0002_seed1.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/unilora_td23040/seed_1/unilora_mrpc_roberta-large_lr0.0002_seed1.json
mrpc,1.0,2,3668,12345,0.2925492341701801,0.2587659920637424,0.03378324210643768,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/lora_r4/seed_2/lora_mrpc_roberta-large_lr0.0002_seed2.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/unilora_td23040/seed_2/unilora_mrpc_roberta-large_lr0.0002_seed2.json
mrpc,1.0,3,3668,12345,0.2670200879757221,0.26474922551558566,0.0022708624601364136,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/lora_r4/seed_3/lora_mrpc_roberta-large_lr0.0002_seed3.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/unilora_td23040/seed_3/unilora_mrpc_roberta-large_lr0.0002_seed3.json
mrpc,1.0,4,3668,12345,0.2762112600299028,0.25662976044874924,0.019581499581153572,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/lora_r4/seed_4/lora_mrpc_roberta-large_lr0.0002_seed4.json,NLU/peft/examples/sequence_classification/results_theory_e1_crossover/roberta-large/mrpc/p1/unilora_td23040/seed_4/unilora_mrpc_roberta-large_lr0.0002_seed4.json
